hand,sample,simulation_time_s,tracking_time_s,loop_progress,desired_x_m,desired_y_m,desired_z_m,measured_x_m,measured_y_m,measured_z_m,error_x_m,error_y_m,error_z_m,error_norm_m
shadow_hand,2314,54.28000000002037,46.28000000002037,1.4731381532592318,0.39230369212628424,0.05668568707233189,-0.07847132143305678,0.39321535741774494,0.057050051568750745,-0.07891611250610395,0.0009116652914606949,0.0003643644964188564,-0.0004447910730471655,0.0010778377375872165
shadow_hand,2315,54.3000000000204,46.3000000000204,1.4737747730316002,0.39230037201082585,0.05666596459023629,-0.07847132143305678,0.3932109161811455,0.057030728779880205,-0.07891601175100396,0.0009105441703196604,0.0003647641896439152,-0.00044469031794718006,0.001076983323466833
shadow_hand,2316,54.32000000002042,46.32000000002042,1.4744113928039686,0.3922971308116464,0.05664622898549392,-0.07847132143305678,0.39320582296127915,0.057011317837630596,-0.07891607278504155,0.0009086921496327394,0.00036508885213667325,-0.0004447513519847679,0.0010755533728508881
shadow_hand,2317,54.340000000020446,46.340000000020446,1.475048012576337,0.392293968580605,0.05662648057387403,-0.07847132143305678,0.393201038893687,0.05699195439255699,-0.0789160308101493,0.0009070703130820146,0.0003654738186829598,-0.00044470937709252534,0.0010742970236817333
shadow_hand,2318,54.36000000002047,46.36000000002047,1.4756846323487054,0.3922908853682972,0.056606719671350794,-0.07847132143305678,0.39319629122992006,0.05697263004262142,-0.07891593952483371,0.0009054058616228544,0.0003659103712706224,-0.0004446180917769271,0.001073002992353602
shadow_hand,2319,54.380000000020495,46.380000000020495,1.4763212521210736,0.3922878812240544,0.056586946594098214,-0.07847132143305678,0.3931913393926488,0.056953299809093916,-0.07891583964512768,0.0009034581685943843,0.0003663532149957016,-0.0004445182120708935,0.0010714699162367135
shadow_hand,2320,54.40000000002052,46.40000000002052,1.476957871893442,0.3922849561959428,0.056567161658485125,-0.07847132143305678,0.39318617718536686,0.05693384424493199,-0.07891583903413098,0.0009012209894240786,0.0003666825864468634,-0.0004445176010741958,0.0010696968209014338
shadow_hand,2321,54.42000000002054,46.42000000002054,1.4775944916658104,0.39228211033076277,0.05654736518107006,-0.07847132143305678,0.3931809247806873,0.056914202841945205,-0.07891590345090295,0.0008988144499245121,0.0003668376608751481,-0.0004445820178461679,0.0010677501839951252
shadow_hand,2322,54.44000000002057,46.44000000002057,1.4782311114381788,0.3922793436740482,0.05652755747859623,-0.07847132143305678,0.39317656654873406,0.056894705724649976,-0.07891589263441239,0.0008972228746858546,0.0003671482460537445,-0.0004445712013556036,0.0010665131384632138
shadow_hand,2323,54.46000000002059,46.46000000002059,1.4788677312105472,0.3922766562700654,0.05650773886798647,-0.07847132143305678,0.39317178170588607,0.05687501190990912,-0.07891596672631339,0.000895125435820654,0.00036727304192265414,-0.00044464529325660695,0.001064823210674659
